Frequency Bin [Hz],x-axis [mg],y-axis [mg],z-axis [mg]
1161.5,0,1.907,0
1162.34,0,4.767,2.8605
1163.18,0,0,1.907
1164.02,0,4.767,4.767
1164.86,0,4.767,4.767
1165.7,0,0,3.814
1166.53,0,0,0
1167.37,0,0,3.814
1168.21,0,3.814,4.767
1169.05,0,2.8605,2.8605
1169.89,0,1.907,1.907
1170.73,0,2.8605,2.8605
1171.57,0,0,3.814
1172.41,0,2.8605,3.814
1173.25,0,1.907,0
1174.09,0,0,1.907
1174.93,0,1.907,4.767
1175.77,0,1.907,4.767
1176.61,0,2.8605,2.8605
1177.44,0,3.814,4.767
1178.28,0,2.8605,5.72099
1179.12,0,2.8605,2.8605
1179.96,0,3.814,1.907
1180.8,0,1.907,1.907
1181.64,0,1.907,1.907
1182.48,0,0,0
1183.32,0,1.907,0
1184.16,0,2.8605,1.907
1185,0,1.907,1.907
1185.84,0,1.907,2.8605
1186.68,0,1.907,2.8605
1187.52,0,0,4.767
1188.35,0,1.907,3.814
1189.19,0,0,1.907
1190.03,0,0,2.8605
1190.87,0,1.907,0
1191.71,0,1.907,0
1192.55,0,1.907,0
1193.39,0,0,0
1194.23,0,1.907,3.814
1195.07,0,0,1.907
1195.91,0,2.8605,0
1196.75,0,3.814,5.72099
1197.59,0,1.907,5.72099
1198.43,0,0,1.907
1199.26,0,0,2.8605
1200.1,0,0,2.8605
1200.94,0,1.907,2.8605
1201.78,0,0,0
1202.62,0,2.8605,5.72099
1203.46,0,5.72099,8.58148
1204.3,0,4.767,3.814
1205.14,0,3.814,2.8605
1205.98,0,1.907,2.8605
1206.82,0,0,3.814
1207.66,0,0,2.8605
1208.5,0,0,1.907
1209.34,0,0,3.814
1210.17,0,1.907,4.767
1211.01,0,1.907,2.8605
1211.85,0,2.8605,0
1212.69,0,1.907,0
1213.53,0,2.8605,0
1214.37,0,4.767,0
1215.21,0,4.767,1.907
1216.05,0,3.814,1.907
1216.89,0,0,5.72099
1217.73,0,0,3.814
1218.57,0,0,4.767
1219.41,0,0,3.814
1220.25,0,1.907,0
1221.08,0,3.814,4.767
1221.92,0,2.8605,4.767
1222.76,0,1.907,2.8605
1223.6,0,1.907,1.907
1224.44,0,1.907,2.8605
1225.28,0,1.907,5.72099
1226.12,0,1.907,4.767
1226.96,0,0,1.907
1227.8,0,1.907,2.8605
1228.64,0,0,2.8605
1229.48,0,0,4.767
1230.32,0,2.8605,5.72099
1231.16,0,0,2.8605
1231.99,0,0,0
1232.83,0,0,2.8605
1233.67,0,1.907,3.814
1234.51,0,0,0
1235.35,0,0,2.8605
1236.19,0,1.907,3.814
1237.03,0,2.8605,2.8605
1237.87,0,1.907,0
1238.71,0,1.907,0
1239.55,0,2.8605,0
1240.39,0,3.814,2.8605
1241.23,0,2.8605,3.814
1242.07,0,1.907,3.814
1242.9,0,1.907,0
1243.74,0,0,0
1244.58,0,2.8605,1.907
1245.42,0,2.8605,2.8605
1246.26,0,2.8605,2.8605
1247.1,0,1.907,2.8605
1247.94,0,1.907,2.8605
1248.78,0,0,1.907
1249.62,0,3.814,1.907
1250.46,0,3.814,1.907
1251.3,0,0,2.8605
1252.14,0,1.907,2.8605
1252.98,0,1.907,2.8605
1253.81,0,1.907,2.8605
1254.65,0,0,1.907
1255.49,0,2.8605,2.8605
1256.33,0,2.8605,5.72099
1257.17,0,2.8605,6.67345
1258.01,0,1.907,3.814
1258.85,0,1.907,0
1259.69,0,0,0
1260.53,0,0,1.907
1261.37,0,1.907,2.8605
1262.21,0,0,2.8605
1263.05,0,0,1.907
1263.89,0,3.814,2.8605
1264.72,0,2.8605,1.907
1265.56,0,2.8605,1.907
1266.4,0,2.8605,1.907
1267.24,0,2.8605,0
1268.08,0,1.907,0
1268.92,0,1.907,0
1269.76,0,2.8605,0
1270.6,0,1.907,1.907
1271.44,0,1.907,4.767
1272.28,0,2.8605,2.8605
1273.12,0,3.814,0
1273.96,0,2.8605,1.907
1274.8,0,1.907,5.72099
1275.63,0,0,4.767
1276.47,0,0,1.907
1277.31,0,0,0
1278.15,0,1.907,0
1278.99,0,0,0
1279.83,0,0,0
1280.67,0,3.814,0
1281.51,0,5.72099,3.814
1282.35,0,3.814,2.8605
1283.19,0,1.907,1.907
1284.03,0,0,3.814
1284.87,0,1.907,1.907
1285.71,0,2.8605,1.907
1286.54,0,3.814,3.814
1287.38,0,3.814,3.814
1288.22,0,2.8605,1.907
1289.06,0,0,1.907
1289.9,0,3.814,3.814
1290.74,0,3.814,4.767
1291.58,0,2.8605,1.907
1292.42,0,1.907,0
1293.26,0,0,1.907
1294.1,0,0,3.814
1294.94,0,2.8605,1.907
1295.78,0,2.8605,0
1296.62,0,1.907,2.8605
1297.45,0,1.907,1.907
1298.29,0,0,1.907
1299.13,0,0,2.8605
1299.97,0,2.8605,2.8605
1300.81,0,4.767,2.8605
1301.65,0,4.767,3.814
1302.49,0,4.767,1.907
1303.33,0,1.907,1.907
1304.17,0,0,0
1305.01,0,1.907,0
1305.85,0,0,1.907
1306.69,0,1.907,3.814
1307.53,0,3.814,3.814
1308.36,0,0,2.8605
1309.2,0,3.814,1.907
1310.04,0,4.767,3.814
1310.88,0,1.907,2.8605
1311.72,0,2.8605,1.907
1312.56,0,1.907,4.767
1313.4,0,1.907,2.8605
1314.24,0,0,0
1315.08,0,4.767,1.907
1315.92,0,4.767,0
1316.76,0,1.907,3.814
1317.6,0,2.8605,4.767
1318.44,0,2.8605,1.907
1319.27,0,0,0
1320.11,0,1.907,1.907
1320.95,0,1.907,2.8605
1321.79,0,1.907,1.907
1322.63,0,2.8605,2.8605
1323.47,0,0,1.907
1324.31,0,4.767,2.8605
1325.15,0,5.72099,3.814
1325.99,0,1.907,3.814
1326.83,0,0,3.814
1327.67,0,3.814,4.767
1328.51,0,6.67345,4.767
1329.35,0,5.72099,3.814
1330.18,0,3.814,1.907
1331.02,0,1.907,2.8605
1331.86,0,3.814,4.767
1332.7,0,3.814,1.907
1333.54,0,1.907,0
1334.38,0,2.8605,5.72099
1335.22,0,5.72099,8.58148
1336.06,0,8.58148,10.4852
1336.9,0,6.67345,10.4852
1337.74,0,2.8605,1.907
1338.58,0,1.907,1.907
1339.42,0,1.907,1.907
1340.26,0,2.8605,1.907
1341.09,0,2.8605,2.8605
1341.93,0,0,1.907
1342.77,0,2.8605,1.907
1343.61,0,4.767,3.814
1344.45,0,2.8605,1.907
1345.29,0,3.814,3.814
1346.13,0,3.814,1.907
1346.97,0,2.8605,0
1347.81,0,0,2.8605
1348.65,0,1.907,1.907
1349.49,0,1.907,0
1350.33,0,0,0
1351.17,0,1.907,4.767
1352.01,0,2.8605,4.767
1352.84,0,1.907,0
1353.68,0,0,1.907
1354.52,0,0,1.907
1355.36,0,1.907,0
1356.2,0,0,1.907
1357.04,0,1.907,0
1357.88,0,1.907,0
1358.72,0,1.907,0
1359.56,0,0,0
1360.4,0,0,2.8605
1361.24,0,0,0
1362.08,0,1.907,3.814
1362.92,0,1.907,2.8605
1363.75,0,1.907,3.814
1364.59,0,3.814,6.67345
1365.43,0,2.8605,1.907
1366.27,0,0,0
1367.11,0,1.907,0
1367.95,0,3.814,4.767
1368.79,0,3.814,6.67345
1369.63,0,2.8605,4.767
1370.47,0,2.8605,1.907
1371.31,0,0,0
1372.15,0,1.907,2.8605
1372.99,0,1.907,2.8605
1373.83,0,5.72099,9.534
1374.66,0,5.72099,9.534
1375.5,0,2.8605,5.72099
1376.34,0,0,3.814
1377.18,0,2.8605,1.907
1378.02,0,4.767,6.67345
1378.86,0,3.814,5.72099
1379.7,0,0,0
1380.54,0,1.907,2.8605
1381.38,0,1.907,2.8605
1382.22,0,2.8605,3.814
1383.06,0,4.767,3.814
1383.9,0,0,3.814
1384.74,0,3.814,1.907
1385.57,0,1.907,2.8605
1386.41,0,1.907,1.907
1387.25,0,1.907,4.767
1388.09,0,0,2.8605
1388.93,0,2.8605,3.814
1389.77,0,1.907,2.8605
1390.61,0,0,2.8605
1391.45,0,2.8605,2.8605
1392.29,0,4.767,3.814
1393.13,0,4.767,4.767
1393.97,0,0,2.8605
1394.81,0,1.907,5.72099
1395.65,0,2.8605,1.907
1396.48,0,0,3.814
1397.32,0,0,1.907
1398.16,0,0,2.8605
1399,0,1.907,5.72099
1399.84,0,1.907,4.767
1400.68,0,0,3.814
1401.52,0,0,4.767
1402.36,0,2.8605,2.8605
1403.2,0,2.8605,5.72099
1404.04,0,1.907,2.8605
1404.88,0,2.8605,1.907
1405.72,0,2.8605,1.907
1406.56,0,1.907,3.814
1407.39,0,2.8605,3.814
1408.23,0,3.814,4.767
1409.07,0,2.8605,4.767
1409.91,0,2.8605,1.907
1410.75,0,4.767,9.534
1411.59,0,3.814,8.58148
1412.43,0,3.814,3.814
1413.27,0,1.907,2.8605
1414.11,0,0,3.814
1414.95,0,2.8605,1.907
1415.79,0,3.814,2.8605
1416.63,0,1.907,4.767
1417.47,0,0,4.767
1418.3,0,0,4.767
1419.14,0,2.8605,5.72099
1419.98,0,3.814,4.767
1420.82,0,2.8605,6.67345
1421.66,0,1.907,2.8605
1422.5,0,2.8605,4.767
1423.34,0,2.8605,6.67345
1424.18,0,1.907,6.67345
1425.02,0,1.907,3.814
1425.86,0,2.8605,0
1426.7,0,2.8605,2.8605
1427.54,0,1.907,3.814
1428.38,0,0,3.814
1429.21,0,1.907,7.628
1430.05,0,2.8605,7.628
1430.89,0,0,3.814
1431.73,0,0,3.814
1432.57,0,1.907,4.767
1433.41,0,1.907,3.814
1434.25,0,0,3.814
1435.09,0,1.907,3.814
1435.93,0,1.907,3.814
1436.77,0,1.907,5.72099
1437.61,0,2.8605,0
1438.45,0,3.814,5.72099
1439.29,0,1.907,7.628
1440.12,0,0,5.72099
1440.96,0,0,1.907
1441.8,0,0,8.58148
1442.64,0,2.8605,5.72099
1443.48,0,1.907,3.814
1444.32,0,0,2.8605
1445.16,0,1.907,5.72099
1446,0,2.8605,11.442
1446.84,0,2.8605,9.534
1447.68,0,2.8605,0
1448.52,0,1.907,2.8605
1449.36,0,2.8605,9.534
1450.2,0,1.907,14.301
1451.03,0,0,10.4852
1451.87,0,1.907,4.767
1452.71,0,2.8605,1.907
1453.55,0,1.907,2.8605
1454.39,0,0,2.8605
1455.23,0,0,0
1456.07,0,1.907,7.628
1456.91,0,5.72099,10.4852
1457.75,0,7.628,9.534
1458.59,0,5.72099,8.58148
1459.43,0,0,3.814
1460.27,0,1.907,7.628
1461.11,0,3.814,12.3934
1461.94,0,3.814,13.3469
1462.78,0,2.8605,9.534
1463.62,0,0,2.8605
1464.46,0,1.907,4.767
1465.3,0,2.8605,6.67345
1466.14,0,1.907,4.767
1466.98,0,1.907,3.814
1467.82,0,2.8605,2.8605
1468.66,0,2.8605,2.8605
1469.5,0,1.907,3.814
1470.34,0,1.907,4.767
1471.18,0,0,1.907
1472.02,0,0,5.72099
1472.85,0,1.907,6.67345
1473.69,0,1.907,5.72099
1474.53,0,0,6.67345
1475.37,0,0,4.767
1476.21,0,0,4.767
1477.05,0,1.907,4.767
1477.89,0,2.8605,4.767
1478.73,0,0,5.72099
1479.57,0,0,1.907
1480.41,0,0,0
1481.25,0,2.8605,0
1482.09,0,1.907,1.907
1482.93,0,2.8605,7.628
1483.76,0,3.814,9.534
1484.6,0,0,5.72099
1485.44,0,1.907,9.534
1486.28,0,0,2.8605
1487.12,0,0,1.907
1487.96,0,0,4.767
1488.8,0,0,6.67345
1489.64,0,2.8605,5.72099
1490.48,0,3.814,6.67345
1491.32,0,2.8605,2.8605
1492.16,0,0,5.72099
1493,0,6.67345,11.442
1493.84,0,5.72099,7.628
1494.67,0,1.907,1.907
1495.51,0,0,1.907
1496.35,0,1.907,2.8605
1497.19,0,1.907,5.72099
1498.03,0,2.8605,6.67345
1498.87,0,1.907,6.67345
1499.71,0,2.8605,3.814
1500.55,0,1.907,1.907
1501.39,0,0,0
1502.23,0,0,0
1503.07,0,0,3.814
1503.91,0,0,4.767
1504.75,0,0,3.814
1505.58,0,1.907,6.67345
1506.42,0,1.907,1.907
1507.26,0,0,2.8605
1508.1,0,1.907,1.907
1508.94,0,0,6.67345
1509.78,0,3.814,10.4852
1510.62,0,2.8605,4.767
1511.46,0,1.907,5.72099
1512.3,0,0,5.72099
1513.14,0,0,4.767
1513.98,0,1.907,5.72099
1514.82,0,1.907,6.67345
1515.66,0,1.907,5.72099
1516.49,0,0,1.907
1517.33,0,1.907,0
1518.17,0,1.907,0
1519.01,0,1.907,3.814
1519.85,0,0,3.814
1520.69,0,1.907,3.814
1521.53,0,2.8605,3.814
1522.37,0,0,0
1523.21,0,1.907,3.814
1524.05,0,3.814,7.628
1524.89,0,3.814,9.534
1525.73,0,0,4.767
1526.57,0,0,0
1527.4,0,0,0
1528.24,0,0,0
1529.08,0,1.907,0
1529.92,0,3.814,1.907
1530.76,0,1.907,3.814
1531.6,0,1.907,4.767
1532.44,0,0,3.814
1533.28,0,1.907,6.67345
1534.12,0,0,6.67345
1534.96,0,0,1.907
1535.8,0,0,1.907
1536.64,0,0,5.72099
1537.48,0,0,4.767
1538.31,0,0,0
1539.15,0,1.907,2.8605
1539.99,0,2.8605,5.72099
1540.83,0,1.907,5.72099
1541.67,0,0,3.814
1542.51,0,0,2.8605
1543.35,0,0,0
1544.19,0,0,2.8605
1545.03,0,0,1.907
1545.87,0,0,4.767
1546.71,0,1.907,1.907
1547.55,0,1.907,2.8605
1548.39,0,1.907,1.907
1549.22,0,0,0
1550.06,0,0,0
1550.9,0,1.907,2.8605
1551.74,0,3.814,7.628
1552.58,0,2.8605,5.72099
1553.42,0,1.907,1.907
1554.26,0,1.907,2.8605
1555.1,0,1.907,0
1555.94,0,0,2.8605
1556.78,0,1.907,1.907
1557.62,0,2.8605,0
1558.46,0,1.907,1.907
1559.3,0,0,0
1560.13,0,0,3.814
1560.97,0,0,3.814
1561.81,0,0,2.8605
1562.65,0,0,2.8605
1563.49,0,0,2.8605
1564.33,0,2.8605,1.907
1565.17,0,2.8605,0
1566.01,0,1.907,0
1566.85,0,1.907,2.8605
1567.69,0,3.814,4.767
1568.53,0,3.814,1.907
1569.37,0,0,0
1570.21,0,0,1.907
1571.04,0,0,1.907
1571.88,0,1.907,4.767
1572.72,0,2.8605,7.628
1573.56,0,1.907,6.67345
1574.4,0,0,2.8605
1575.24,0,0,1.907
1576.08,0,0,2.8605
1576.92,0,2.8605,4.767
1577.76,0,1.907,6.67345
1578.6,0,2.8605,10.4852
1579.44,0,5.72099,28.602
1580.28,0,2.8605,20.0203
1581.12,0,1.907,4.767
1581.95,0,2.8605,4.767
1582.79,0,0,4.767
1583.63,0,1.907,1.907
1584.47,0,1.907,3.814
1585.31,0,0,2.8605
1586.15,0,1.907,1.907
1586.99,0,2.8605,2.8605
1587.83,0,0,3.814
1588.67,0,1.907,3.814
1589.51,0,1.907,1.907
1590.35,0,0,0
1591.19,0,0,0
1592.03,0,0,0
1592.86,0,0,2.8605
1593.7,0,1.907,2.8605
1594.54,0,0,0
1595.38,0,0,1.907
1596.22,0,0,1.907
1597.06,0,0,1.907
1597.9,0,0,0
1598.74,0,0,0
1599.58,0,1.907,1.907
1600.42,0,1.907,0
1601.26,0,0,2.8605
1602.1,0,0,3.814
1602.94,0,0,1.907
1603.78,0,0,0
1604.61,0,1.907,3.814
1605.45,0,2.8605,4.767
1606.29,0,0,1.907
1607.13,0,0,0
1607.97,0,0,1.907
1608.81,0,0,0
1609.65,0,2.8605,2.8605
1610.49,0,3.814,2.8605
1611.33,0,0,2.8605
1612.17,0,0,2.8605
1613.01,0,0,1.907
1613.85,0,2.8605,2.8605
1614.69,0,3.814,4.767
1615.52,0,0,0
1616.36,0,0,3.814
1617.2,0,2.8605,2.8605
1618.04,0,1.907,0
1618.88,0,0,0
1619.72,0,0,3.814
1620.56,0,1.907,4.767
1621.4,0,1.907,2.8605
1622.24,0,1.907,1.907
1623.08,0,0,0
1623.92,0,0,1.907
1624.76,0,1.907,2.8605
1625.6,0,1.907,0
1626.43,0,1.907,1.907
1627.27,0,1.907,2.8605
1628.11,0,0,1.907
1628.95,0,0,1.907
1629.79,0,1.907,3.814
1630.63,0,1.907,1.907
1631.47,0,2.8605,1.907
1632.31,0,1.907,0
1633.15,0,0,1.907
1633.99,0,1.907,1.907
1634.83,0,1.907,0
1635.67,0,1.907,0
1636.51,0,1.907,1.907
1637.34,0,1.907,1.907
1638.18,0,2.8605,2.8605
1639.02,0,1.907,2.8605
1639.86,0,0,0
1640.7,0,0,0
1641.54,0,0,0
1642.38,0,1.907,0
1643.22,0,0,0
1644.06,0,0,1.907
1644.9,0,1.907,1.907
1645.74,0,1.907,1.907
1646.58,0,0,2.8605
1647.42,0,0,2.8605
1648.25,0,0,1.907
1649.09,0,0,0
1649.93,0,1.907,0
1650.77,0,0,1.907
1651.61,0,0,0
1652.45,0,0,2.8605
1653.29,0,0,0
1654.13,0,0,3.814
1654.97,0,1.907,4.767
1655.81,0,1.907,2.8605
1656.65,0,1.907,2.8605
1657.49,0,0,3.814
1658.33,0,1.907,1.907
1659.16,0,1.907,0
1660,0,0,0
1660.84,0,0,1.907
1661.68,0,1.907,1.907
1662.52,0,1.907,0
1663.36,0,0,1.907
1664.2,0,0,4.767
1665.04,0,0,3.814
1665.88,0,0,2.8605
1666.72,0,0,2.8605
1667.56,0,0,0
1668.4,0,0,0
1669.24,0,1.907,1.907
1670.07,0,2.8605,1.907
1670.91,0,2.8605,0
1671.75,0,1.907,0
1672.59,0,0,0
1673.43,0,1.907,1.907
1674.27,0,0,2.8605
1675.11,0,0,0
1675.95,0,0,1.907
1676.79,0,0,0
1677.63,0,1.907,1.907
1678.47,0,0,0
1679.31,0,1.907,1.907
1680.15,0,0,1.907
1680.98,0,1.907,0
1681.82,0,1.907,0
1682.66,0,0,1.907
1683.5,0,1.907,2.8605
1684.34,0,0,0
1685.18,0,0,2.8605
1686.02,0,0,2.8605
1686.86,0,1.907,1.907
1687.7,0,1.907,0
1688.54,0,0,1.907
1689.38,0,0,2.8605
1690.22,0,0,2.8605
1691.06,0,1.907,0
1691.89,0,0,1.907
1692.73,0,0,2.8605
1693.57,0,0,1.907
1694.41,0,0,0
1695.25,0,0,1.907
1696.09,0,0,0
1696.93,0,0,0
1697.77,0,1.907,0
1698.61,0,0,0
1699.45,0,0,0
1700.29,0,4.767,0
1701.13,0,7.628,2.8605
1701.97,0,4.767,2.8605
1702.8,0,2.8605,1.907
1703.64,0,2.8605,1.907
1704.48,0,2.8605,3.814
1705.32,0,2.8605,4.767
1706.16,0,1.907,3.814
1707,0,0,0
1707.84,0,0,1.907
1708.68,0,0,1.907
1709.52,0,0,1.907
1710.36,0,0,1.907
1711.2,0,0,1.907
1712.04,0,1.907,1.907
1712.88,0,0,1.907
1713.71,0,0,0
1714.55,0,1.907,0
1715.39,0,0,0
1716.23,0,0,0
1717.07,0,1.907,2.8605
1717.91,0,0,2.8605
